id,source,stage,tempC,windKph,cloudPct,rainMm,riverFlowCumec,efficiencyPct,vibration,ageYears,lastServiceDays,batteryHealth,socPct,emergencyPct,txLossPct,devPct,producedKW,storedKW,problem_class,severity,solution_id
1008,hydro,distribution,24.8,92.3,92,17.5,67,94.8,1.2,16,173,64,48.0,12.9,4.09,6.03,4.77,4.21,0,low,0
1009,hydro,forecast,20.2,70.2,29,0.4,61,65.2,4.3,2,336,95,8.0,23.4,5.52,16.82,3.4,3.34,5,critical,8
1010,wind,storage,31.2,34.8,100,0,164,87.2,2.9,4,222,72,92.5,19.7,6.15,0.27,4.19,3.95,2,critical,4
1011,wind,production,39.2,86.9,20,11.8,79,61.8,5.6,8,44,80,73.8,23.4,11.87,6.54,3.28,3.17,1,critical,2
1012,hydro,distribution,31.4,88.9,3,6.2,125,87.5,5.9,10,35,93,90.0,3.5,2.15,0.78,2.5,2.14,0,low,0
1013,hydro,production,36.1,64.7,67,0,192,83.6,0.5,17,138,94,11.6,12.1,13.41,2.48,2.89,2.66,1,critical,2
1014,solar,production,35.2,32.7,28,14.9,235,79.8,4.1,12,266,91,82.8,17.1,3.59,7.16,3.92,3.8,1,medium,1
1015,solar,production,36.2,78.5,11,0,108,78.8,4.7,19,172,91,24.4,5.2,7.36,7.19,4.48,4.13,1,critical,2
1016,hydro,production,21.6,24.0,7,9.6,32,68.3,7.3,6,276,87,84.5,19.5,2.04,5.59,2.36,2.23,1,critical,2
1017,solar,production,31.6,99.3,20,19.1,52,82.6,3.5,8,376,73,83.3,4.0,13.18,6.76,4.04,4.03,1,medium,1
1018,hydro,distribution,23.3,63.7,100,0,94,66.9,6.3,9,249,67,52.7,10.9,8.4,7.68,4.28,4.14,5,medium,8
1019,solar,distribution,22.6,52.7,90,15.4,202,82.7,7.3,4,329,98,67.3,19.4,13.45,3.26,3.13,2.81,3,medium,5
1020,solar,distribution,30.2,5.7,0,0,113,69.2,1.4,14,383,79,82.5,6.2,3.42,7.63,2.67,2.5,1,low,7
1021,solar,forecast,28.8,13.7,18,4.3,143,69.8,0.3,4,262,74,17.0,18.9,7.46,6.39,4.37,4.04,4,medium,7
1022,solar,storage,19.0,75.9,11,4.9,89,76.5,7.3,2,272,76,93.9,14.0,9.25,11.28,3.11,2.87,2,medium,3
1023,wind,forecast,36.1,50.1,29,0,119,93.3,5.3,17,332,93,63.8,21.0,8.42,7.71,2.15,1.97,0,low,9
1024,hydro,distribution,24.7,9.9,84,16.2,78,67.7,3.0,10,364,98,10.0,5.7,5.64,5.42,2.7,2.36,0,low,0
1025,wind,production,37.9,76.8,29,0,89,79.0,4.7,3,52,93,9.9,22.4,3.94,13.86,3.7,3.62,5,critical,8
1026,solar,production,27.7,93.3,69,0,79,96.4,3.5,13,157,94,34.6,22.8,5.43,6.03,2.13,1.88,0,low,0
1027,hydro,distribution,33.5,97.9,11,18.1,105,69.6,5.5,3,263,55,32.2,12.7,8.69,0.56,4.3,4.19,3,medium,5
1028,hydro,distribution,36.0,92.2,63,4.5,206,92.3,3.2,5,202,55,95.6,9.2,10.66,9.87,3.77,3.21,3,medium,5
1029,solar,production,39.6,21.6,86,0,223,97.9,7.7,18,332,90,58.5,21.3,13.87,5.57,2.59,2.44,1,critical,2
1030,hydro,forecast,18.2,22.0,6,8.6,173,93.3,3.2,8,208,91,93.1,6.5,6.32,1.12,3.55,3.19,0,low,0
1031,hydro,storage,39.9,85.9,36,0,66,94.7,4.7,4,150,82,73.1,7.7,4.3,0.96,3.27,3.08,2,critical,4
1032,wind,storage,34.9,15.3,23,9.3,225,80.6,5.5,5,16,62,20.7,3.3,6.98,11.28,4.84,4.37,2,critical,4
1033,wind,production,41.4,44.4,66,3.6,228,71.7,3.6,17,140,61,21.0,13.5,2.25,4.33,3.84,3.39,1,critical,2
1034,solar,distribution,32.8,56.8,78,2.7,145,87.7,7.0,13,83,61,85.3,3.9,2.83,7.24,2.47,2.28,3,low,7
1035,wind,forecast,39.6,80.7,34,2.9,141,76.4,1.1,9,326,100,11.0,24.1,12.6,0.71,4.92,4.64,0,low,0
1036,solar,production,26.1,50.9,6,0,196,75.1,6.5,14,235,72,92.5,14.8,13.02,3.99,2.06,1.99,1,critical,2
1037,solar,production,22.7,64.2,18,2.8,183,84.4,1.8,5,177,80,64.5,18.7,1.4,10.48,4.18,4.17,1,medium,1
1038,wind,distribution,35.8,5.8,29,29.7,240,66.5,1.3,14,244,69,33.8,17.0,12.5,5.94,2.6,2.41,3,medium,5
1039,wind,production,28.0,99.7,89,0,107,82.6,2.7,3,400,72,24.8,21.7,6.54,3.3,2.32,2.06,1,medium,1
1040,wind,distribution,19.8,61.7,26,0,34,91.1,0.7,10,332,83,78.8,2.3,13.48,7.01,1.63,1.55,3,medium,5
1041,hydro,forecast,25.6,80.9,54,0,150,68.4,4.9,18,147,82,71.0,8.6,6.27,2.27,2.56,2.51,0,low,0
1042,hydro,storage,40.7,85.1,31,9.8,36,68.7,2.5,16,44,99,29.9,24.4,3.07,6.81,2.37,2.29,0,low,0
1043,wind,production,39.6,11.1,22,0,219,96.1,2.9,10,229,63,27.7,8.9,4.14,5.72,1.62,1.53,1,medium,1
1044,wind,production,35.8,6.5,59,16.4,113,95.6,6.1,10,117,96,84.6,18.3,11.42,1.8,2.98,2.85,1,critical,2
1045,hydro,production,21.8,8.1,29,12.7,162,88.4,7.9,11,8,92,34.4,12.7,7.9,15.39,1.9,1.77,5,critical,8
1046,solar,production,35.4,30.5,41,8.6,220,96.5,3.1,8,153,89,15.2,15.7,12.19,1.29,4.37,3.95,1,low,0
1047,solar,storage,30.4,41.2,4,3.1,74,72.4,5.1,15,307,66,90.7,7.8,9.51,1.12,3.95,3.46,2,critical,4
1048,solar,production,35.8,91.2,14,21.3,84,82.4,6.6,20,109,61,55.7,2.6,13.54,0.45,4.33,4.17,1,critical,2
1049,wind,production,22.3,57.4,8,0,140,68.9,1.3,8,301,86,28.2,23.0,1.49,4.34,4.65,4.44,1,critical,2
1050,hydro,storage,28.2,56.5,52,2.1,181,79.5,2.4,7,91,82,21.0,22.5,5.49,0.91,1.57,1.56,4,medium,5
1051,wind,forecast,39.6,78.8,20,13.8,162,60.0,3.3,10,362,79,76.3,13.6,5.73,5.24,2.39,2.03,0,low,0
1052,wind,storage,31.4,12.5,42,0,162,70.6,6.2,20,117,77,66.2,16.5,11.45,0.96,3.2,2.72,2,medium,3
1053,solar,distribution,36.4,48.0,65,0,138,62.8,1.0,9,375,69,49.1,18.5,8.95,1.11,3.4,3.07,3,medium,5
1054,wind,distribution,34.2,77.0,93,10.5,245,70.6,4.6,16,196,90,52.9,18.7,1.24,5.9,1.71,1.49,0,low,0
1055,hydro,production,38.1,7.1,26,9.2,40,60.4,5.5,1,196,68,64.9,4.8,12.77,2.42,2.98,2.69,1,critical,2
1056,solar,distribution,27.3,70.5,80,5.4,118,84.6,5.3,10,93,78,26.7,16.0,6.35,1.65,1.92,1.76,0,low,0
1057,hydro,forecast,29.2,75.8,28,0,131,76.8,6.5,3,258,93,13.5,14.6,2.95,10.2,4.85,4.5,0,low,9
1058,hydro,production,21.4,51.4,2,15.9,48,70.2,6.4,1,139,76,21.0,4.7,5.29,3.63,2.48,2.22,1,critical,2
1059,solar,forecast,19.6,60.5,8,0,125,74.4,3.7,3,310,74,38.1,16.8,7.32,5.53,4.78,4.75,0,low,0
1060,solar,distribution,41.7,23.6,19,0.7,193,75.5,4.5,2,171,75,19.7,23.1,7.85,14.87,4.63,4.4,3,critical,6
1061,wind,production,23.8,81.3,30,4.6,141,73.1,7.2,2,378,98,59.8,23.1,8.7,19.2,1.54,1.38,1,critical,2
1062,solar,storage,28.8,98.1,15,0.2,134,63.0,0.8,2,44,71,42.4,23.4,3.52,16.9,3.25,2.91,5,critical,8
1063,wind,forecast,32.6,5.5,4,9.7,248,74.1,1.1,9,83,90,50.7,20.3,10.48,3.26,2.7,2.51,4,medium,7
1064,solar,distribution,30.0,3.5,99,0,93,65.0,5.2,19,65,77,9.2,17.6,8.05,4.83,3.56,3.32,3,medium,5
1065,wind,forecast,18.2,55.7,68,0,168,91.9,5.6,11,317,70,70.7,20.1,1.9,1.64,4.31,4.1,4,medium,7
1066,wind,distribution,29.1,94.9,98,19.2,87,62.9,4.1,11,6,93,88.3,10.5,10.32,12.39,2.91,2.66,5,critical,8
1067,hydro,distribution,18.2,74.2,82,12.2,218,62.3,5.6,2,172,96,44.8,23.0,1.96,1.25,3.19,3.15,0,low,0
1068,solar,distribution,41.7,31.7,51,6.9,189,79.5,5.2,11,235,66,81.9,24.5,13.17,14.28,3.32,2.94,1,critical,5
1069,hydro,storage,37.1,83.1,42,0,138,84.9,0.9,2,15,82,76.3,20.3,4.01,5.19,1.99,1.98,2,medium,3
1070,hydro,forecast,26.8,73.5,10,0,85,72.4,0.5,14,259,73,54.5,2.4,13.97,0.64,1.54,1.52,0,low,0
1071,hydro,storage,27.4,76.4,38,4.7,140,70.6,5.6,4,158,90,57.4,23.8,7.56,15.04,4.25,4.13,5,critical,8
1072,solar,forecast,30.1,23.0,22,19.6,90,66.3,6.4,4,210,59,47.6,15.4,13.3,0.65,3.07,3.03,4,medium,7
1073,hydro,storage,24.3,2.4,19,8.6,105,85.2,4.2,14,230,95,76.5,20.5,1.15,0.38,4.56,4.03,0,low,0
1074,hydro,forecast,23.9,74.3,71,7.9,35,85.6,3.0,20,93,100,52.6,23.7,3.39,0.1,3.86,3.4,4,medium,7
1075,wind,production,41.5,82.7,48,12.6,129,79.9,4.4,20,168,98,63.1,24.1,13.27,6.2,2.2,2.17,5,critical,5
1076,wind,forecast,18.2,103.7,41,9.3,168,67.5,1.0,4,229,87,70.8,24.7,6.42,3.87,3.66,3.18,4,critical,7
1077,solar,storage,23.3,10.7,75,0,87,97.8,3.4,5,315,84,80.2,17.7,6.83,0.06,2.83,2.66,2,medium,3
1078,hydro,forecast,25.2,93.7,88,0.8,56,86.8,7.2,2,57,76,67.1,21.1,12.12,8.46,3.56,3.24,4,critical,7
1079,wind,production,19.4,17.5,37,0,255,76.3,0.1,7,274,61,86.3,5.4,8.24,12.98,3.67,3.2,5,critical,8
1080,hydro,distribution,33.6,9.5,55,0,52,89.7,7.9,11,66,75,20.4,9.7,11.19,1.75,4.77,4.61,3,medium,5
1081,hydro,forecast,18.5,29.7,79,0,114,62.0,5.7,8,129,66,31.7,24.5,12.46,3.8,3.83,3.4,4,medium,7
1082,hydro,distribution,29.5,43.3,14,19.6,61,97.5,0.1,16,306,71,73.5,18.2,2.0,3.41,2.58,2.45,0,low,0
1083,solar,forecast,18.2,27.9,47,4.1,119,91.1,0.5,1,310,91,24.9,17.3,3.82,0.17,4.07,3.49,4,medium,7
1084,solar,storage,30.2,104.2,83,7.0,30,81.9,4.1,13,377,87,97.9,13.3,4.19,1.01,2.6,2.31,2,medium,3
1085,hydro,distribution,28.9,13.0,79,0.7,95,66.6,4.0,20,314,82,75.6,19.0,10.13,16.45,2.73,2.7,3,critical,6
1086,hydro,forecast,31.3,37.4,53,0,229,66.6,1.4,11,349,85,36.7,23.4,10.4,11.22,4.86,4.17,0,low,9
1087,wind,forecast,27.3,36.2,90,9.3,152,88.9,1.4,17,386,60,93.5,23.4,4.67,8.66,2.59,2.42,4,medium,7
1088,hydro,forecast,35.0,46.3,96,3.9,140,63.2,5.8,3,203,65,84.4,23.9,2.96,2.36,2.74,2.67,4,medium,7
1089,solar,distribution,23.5,36.2,71,0,51,80.4,3.8,19,184,63,48.8,8.5,6.85,5.57,4.06,3.92,0,low,0
1090,solar,production,30.1,20.5,62,5.5,30,84.1,2.5,11,33,64,57.5,23.3,10.06,4.05,2.57,2.39,1,medium,1
1091,wind,forecast,19.7,34.9,25,8.0,167,87.8,4.0,2,362,74,24.8,11.1,7.75,0.11,4.45,3.82,0,low,0
1092,solar,forecast,22.2,109.3,14,8.7,104,87.9,5.0,19,200,81,60.8,11.8,8.22,0.43,3.26,3.12,4,critical,7
1093,solar,distribution,34.8,106.1,63,0,55,76.1,3.8,17,299,69,90.4,6.9,7.2,17.5,4.58,3.9,5,critical,8
1094,hydro,forecast,34.6,26.8,88,4.9,174,90.9,0.4,17,232,76,9.5,9.1,6.68,6.23,2.09,1.93,4,medium,7
1095,solar,distribution,41.8,98.4,100,0,73,90.2,3.7,4,138,80,72.5,16.5,11.82,3.58,4.48,3.82,3,medium,5
1096,hydro,distribution,39.5,62.0,25,0,31,73.1,4.2,13,347,87,92.3,17.2,11.09,13.2,1.65,1.41,5,critical,9
1097,hydro,forecast,24.4,63.8,19,3.7,69,75.3,8.0,14,97,79,57.1,11.1,3.04,4.49,4.83,4.18,0,low,0
1098,solar,forecast,38.5,2.6,44,0,201,79.0,5.4,15,313,55,76.5,23.8,2.46,6.28,3.98,3.75,4,medium,7
1099,hydro,production,32.0,94.9,53,0,134,91.9,1.8,1,53,67,8.3,4.0,8.49,7.65,4.07,3.82,0,low,9
1100,solar,forecast,39.2,54.0,57,0,114,98.9,6.6,9,53,74,47.7,20.5,10.87,1.4,4.37,3.86,0,low,0
1101,wind,storage,33.2,34.4,98,12.6,146,76.3,0.2,18,143,57,58.8,21.4,2.53,1.14,3.65,3.36,2,critical,4
1102,hydro,distribution,20.3,85.5,100,0,91,89.8,5.7,3,323,97,57.3,13.4,11.82,4.25,4.61,4.07,3,medium,5
1103,hydro,storage,19.3,42.9,48,6.7,92,61.6,5.4,14,175,68,45.9,7.8,10.09,9.59,3.52,3.14,2,critical,4
1104,solar,production,24.1,82.5,76,1.8,193,60.1,5.6,1,290,57,12.2,12.8,1.98,5.5,2.79,2.58,1,critical,2
1105,hydro,production,33.4,34.7,1,5.8,255,87.7,6.2,2,281,87,16.3,10.5,8.65,8.64,4.92,4.2,1,critical,2
1106,hydro,production,34.3,24.1,4,1.8,231,92.4,4.7,2,222,76,9.2,9.7,10.02,1.63,4.5,3.88,1,critical,2
1107,wind,forecast,38.7,92.6,94,0,207,67.9,5.3,7,390,95,88.2,6.6,13.89,0.99,4.91,4.38,4,critical,7
1108,wind,production,28.7,24.1,39,0,150,71.9,3.9,19,22,83,70.1,9.0,9.64,5.82,2.68,2.44,1,critical,2
1109,hydro,storage,32.4,37.0,5,0,254,97.9,6.6,18,56,78,44.5,6.2,4.86,10.26,3.79,3.48,2,critical,4
1110,hydro,distribution,29.9,24.8,26,0,217,68.4,2.9,2,221,81,91.7,24.1,1.65,11.91,4.0,3.62,0,low,9
1111,solar,storage,30.6,14.5,47,0,214,71.0,7.9,19,254,83,87.7,12.2,7.63,0.16,2.18,2.13,2,medium,3
1112,solar,production,19.6,94.0,89,9.6,226,92.7,7.3,2,330,89,98.0,6.6,4.89,0.04,3.42,2.95,1,critical,2
1113,solar,forecast,37.2,17.1,63,10.2,220,67.5,5.7,2,104,99,61.6,3.8,8.57,5.16,2.97,2.75,4,medium,7
1114,solar,forecast,30.5,32.6,59,0,256,67.6,3.4,16,255,62,78.8,7.7,11.48,8.78,3.43,2.94,0,low,9
1115,hydro,distribution,30.5,25.5,7,0,81,85.7,6.2,5,400,62,66.1,13.7,6.34,12.96,1.56,1.42,3,critical,6
1116,hydro,distribution,22.4,46.4,20,0,148,95.0,1.6,4,147,60,12.2,5.4,1.84,6.45,3.36,3.18,0,low,0
1117,solar,distribution,40.9,56.0,97,0,39,82.0,3.9,5,225,100,40.4,24.3,8.12,3.42,1.68,1.48,2,medium,3
1118,solar,distribution,32.5,51.5,92,19.6,128,60.2,1.9,6,59,63,72.1,21.8,8.24,3.29,2.33,2.04,3,medium,5
1119,hydro,distribution,39.7,42.5,91,0,172,91.7,1.5,17,348,74,71.2,16.3,2.07,7.48,4.13,3.51,0,low,9
1120,hydro,forecast,22.0,23.3,16,0,55,92.0,4.9,11,264,69,83.7,11.1,5.66,0.01,2.44,2.09,0,low,0
1121,solar,forecast,25.8,57.1,22,4.5,106,66.1,0.8,20,245,55,57.5,19.9,5.51,13.68,2.16,2.05,5,critical,8
1122,solar,production,37.0,55.2,43,0,78,72.0,5.9,17,288,55,10.9,22.2,10.31,4.93,2.59,2.54,1,critical,2
1123,wind,storage,39.2,101.0,5,12.2,123,88.7,6.0,10,220,59,31.2,7.7,8.81,3.06,4.37,4.07,2,critical,4
1124,hydro,storage,37.6,99.9,52,0,98,76.9,0.4,19,205,77,35.2,21.2,7.5,8.91,2.88,2.57,2,medium,3
1125,hydro,storage,20.3,72.9,19,0,151,97.0,4.6,6,16,72,37.3,7.6,7.35,6.68,4.28,4.13,2,critical,4
1126,solar,forecast,20.1,64.9,100,8.0,212,71.5,1.4,3,180,71,25.6,2.4,6.93,11.61,4.61,4.52,4,medium,7
1127,wind,forecast,41.5,104.3,33,9.2,114,70.2,1.7,12,333,57,49.3,6.6,1.34,6.18,4.33,4.16,4,critical,7
1128,hydro,production,29.1,55.0,76,11.7,76,62.4,7.6,13,46,69,40.7,5.5,8.52,8.01,3.45,2.99,1,critical,2
1129,wind,forecast,29.3,55.6,79,0,117,64.4,4.5,9,244,57,72.1,7.8,7.58,0.45,2.31,2.04,4,medium,7
1130,wind,production,27.1,16.9,92,0,118,74.7,2.3,19,286,90,88.1,6.6,2.94,7.33,1.89,1.85,1,critical,2
1131,solar,production,32.0,17.6,55,12.5,34,91.7,2.5,20,277,63,98.6,24.5,3.07,2.05,3.4,3.39,1,critical,2
1132,hydro,storage,24.1,99.0,62,1.2,186,92.5,1.9,18,289,67,70.3,11.7,9.22,4.74,2.66,2.63,2,critical,4
1133,solar,distribution,25.0,91.0,46,10.9,202,86.5,6.9,5,388,72,79.3,23.7,13.41,18.03,4.28,4.02,5,critical,8
1134,wind,storage,40.2,20.9,36,0,136,69.3,2.5,9,392,79,74.4,18.6,6.97,4.68,3.08,2.73,2,medium,3
1135,wind,production,34.0,12.6,60,3.7,220,81.7,2.3,6,304,57,92.9,24.0,10.43,17.17,4.88,4.4,4,critical,7
1136,hydro,forecast,34.5,108.8,26,2.4,209,68.1,0.2,17,141,87,17.0,12.7,6.83,3.71,1.51,1.37,4,critical,7
1137,wind,forecast,32.3,31.9,66,0,154,65.2,0.6,7,253,99,62.3,13.6,6.96,7.35,3.8,3.52,4,medium,7
1138,hydro,production,36.7,103.7,4,0,144,86.8,3.7,4,199,83,90.2,14.4,8.55,3.68,2.26,2.25,1,medium,1
1139,solar,production,22.8,76.3,66,3.3,98,61.9,0.8,6,19,61,74.3,17.0,10.46,6.14,4.8,4.61,1,critical,2
1140,hydro,storage,22.5,48.1,23,0,257,88.6,6.5,10,65,64,56.8,24.4,6.35,19.5,2.29,1.98,4,critical,4
1141,hydro,forecast,29.7,17.8,67,13.0,200,89.8,0.0,11,75,83,91.8,17.2,9.09,3.89,1.97,1.74,1,medium,6
1142,wind,production,37.2,98.3,61,0,185,72.4,1.1,13,107,81,98.6,23.3,10.89,4.68,3.13,2.67,1,critical,2
1143,solar,storage,22.2,35.9,28,0,167,81.8,2.1,5,353,85,64.2,23.0,5.78,0.86,3.93,3.48,4,low,1
1144,hydro,storage,37.2,67.7,82,8.6,241,78.8,2.8,8,274,66,23.0,15.7,11.16,1.68,1.81,1.61,4,critical,1
1145,wind,production,24.2,7.7,16,0,202,94.5,6.4,5,385,59,15.0,19.4,11.37,3.08,3.25,3.22,1,critical,2
1146,solar,forecast,21.4,76.1,26,0,76,69.8,7.0,19,39,60,57.7,9.4,5.74,8.68,1.98,1.94,0,low,9
1147,wind,storage,34.8,70.6,47,0,30,63.9,5.9,6,224,97,64.9,11.8,12.98,4.97,2.89,2.49,0,low,0
1148,wind,forecast,19.7,46.2,68,0,235,61.0,4.6,12,375,78,11.6,14.3,13.5,10.83,2.01,1.95,4,medium,7
1149,solar,forecast,29.8,79.7,14,2.3,124,92.9,2.7,15,366,91,33.0,9.4,8.32,4.88,4.55,4.09,4,medium,7
1150,solar,storage,34.6,3.5,81,0.3,44,80.1,0.3,19,399,70,41.2,21.7,5.65,10.36,3.89,3.76,2,critical,4
1151,wind,forecast,42.0,51.7,44,0,252,62.9,4.3,11,388,81,32.4,15.2,4.09,9.35,2.54,2.29,0,low,9
1152,wind,distribution,20.2,59.1,56,0.3,120,62.2,3.5,8,247,95,7.1,21.2,11.36,13.01,4.16,3.63,5,critical,8
1153,hydro,distribution,27.6,51.9,19,0,130,75.3,1.8,3,349,68,50.9,10.6,6.62,12.89,2.08,1.93,3,critical,6
1154,hydro,production,21.8,74.9,36,9.5,167,77.7,7.7,10,60,58,84.2,7.1,8.8,11.42,2.13,1.88,1,critical,2
1155,solar,production,37.0,8.8,34,0,36,64.3,5.3,15,261,76,91.4,7.1,8.55,2.9,3.91,3.77,1,critical,2
1156,wind,forecast,27.6,82.4,92,0,171,98.2,7.0,4,36,70,39.3,7.8,6.13,19.86,3.38,2.92,5,critical,8
1157,wind,forecast,25.2,11.8,90,11.7,101,73.9,7.3,6,34,81,21.6,21.5,9.84,9.86,2.86,2.69,4,medium,7
1158,wind,storage,20.9,46.8,12,0,128,89.7,7.1,1,337,56,43.7,22.8,5.12,8.16,1.7,1.67,2,critical,4
1159,solar,storage,30.9,98.5,6,3.3,206,61.7,5.4,1,180,69,47.2,12.0,5.75,6.1,1.53,1.49,2,critical,4
1160,solar,forecast,23.9,43.0,4,6.2,146,60.7,3.6,16,116,88,27.1,11.2,9.99,7.46,3.8,3.68,4,medium,7
1161,wind,production,23.0,62.6,32,4.3,92,84.9,5.7,16,245,93,5.1,13.6,10.71,6.71,3.32,3.22,1,critical,2
1162,wind,storage,18.2,4.4,61,0.7,103,67.5,5.9,18,288,100,34.6,16.6,4.52,0.6,3.67,3.31,0,low,0
1163,hydro,production,29.3,54.6,13,16.6,61,81.6,4.4,6,226,79,10.7,6.3,6.82,5.37,4.66,4.39,1,medium,1
1164,solar,distribution,20.9,26.6,53,1.8,212,91.3,6.8,16,43,67,89.9,4.2,7.64,9.14,2.93,2.54,0,low,7
1165,solar,production,31.6,54.5,56,0,159,60.6,4.7,14,240,89,33.7,6.5,4.31,5.25,2.76,2.68,1,critical,2
1166,hydro,forecast,35.8,102.3,56,12.0,100,85.4,0.3,2,160,98,62.8,22.0,5.64,5.79,2.06,1.96,4,critical,7
1167,solar,distribution,20.6,90.4,19,4.5,146,62.9,1.3,2,340,80,6.0,18.5,7.03,5.62,4.9,4.5,0,low,0
1168,solar,storage,37.8,53.8,17,12.2,213,96.0,3.3,13,314,91,42.0,22.8,8.54,8.11,2.14,1.87,2,medium,3
1169,hydro,distribution,27.4,96.0,55,0.8,34,92.0,3.6,5,117,67,62.5,16.2,3.0,9.61,3.06,3.0,0,low,9
1170,solar,storage,34.6,4.3,68,13.4,31,89.2,6.4,7,47,84,46.0,18.0,9.4,16.6,4.57,4.06,5,critical,8
1171,hydro,storage,25.6,50.3,85,19.1,219,96.6,5.2,6,117,59,16.0,23.7,6.23,7.82,4.38,3.76,2,critical,4
1172,wind,production,25.1,40.6,9,1.6,253,82.3,7.5,2,354,87,34.2,21.6,1.68,6.37,4.22,3.84,1,critical,2
1173,wind,forecast,18.5,39.8,76,12.7,192,65.1,7.2,2,6,89,16.5,12.6,7.7,4.26,3.96,3.56,4,medium,7
1174,wind,storage,19.7,3.7,47,0,210,98.6,6.3,16,153,57,23.0,24.3,2.75,17.39,4.26,3.85,5,critical,5
1175,hydro,production,34.9,14.8,11,0,213,60.2,1.8,5,41,66,21.6,3.4,7.58,0.21,2.33,2.3,0,critical,6
1176,solar,storage,34.1,54.8,65,10.4,195,90.3,4.3,17,305,66,70.8,11.4,10.83,5.69,3.12,2.92,2,critical,4
1177,wind,distribution,18.2,71.7,28,0.0,144,70.7,3.6,1,29,100,56.2,13.3,2.56,6.93,4.74,4.42,0,low,0
1178,wind,distribution,35.9,85.1,63,0,223,66.2,5.9,10,254,56,78.4,5.3,1.41,2.52,1.93,1.69,0,low,0
1179,solar,distribution,22.7,47.9,15,14.6,120,88.1,7.1,15,66,94,30.9,9.8,8.16,10.93,3.32,2.95,3,medium,5
1180,wind,storage,35.2,92.5,71,6.1,58,85.6,2.0,16,134,58,98.8,18.7,6.93,1.89,2.59,2.53,2,critical,4
1181,wind,storage,18.2,101.2,77,12.6,243,76.7,3.5,12,27,87,59.5,15.0,4.93,6.62,2.01,1.99,2,medium,3
1182,solar,production,21.8,90.6,45,0.6,180,76.5,3.6,3,81,56,62.5,11.4,1.44,0.5,2.91,2.82,1,critical,2
1183,solar,distribution,36.9,26.2,8,5.8,54,94.6,6.3,6,242,64,47.7,12.3,13.11,0.95,2.34,1.99,3,medium,5
1184,wind,production,41.6,71.0,78,13.6,41,84.0,3.0,8,297,73,29.3,3.9,6.17,2.03,4.26,3.93,1,medium,1
1185,hydro,distribution,41.5,25.3,59,1.1,149,82.8,2.6,10,127,82,77.2,21.7,12.45,3.91,1.91,1.63,3,medium,5
1186,wind,production,35.1,18.1,12,18.6,145,93.1,1.1,6,352,91,46.8,24.4,6.21,10.9,2.3,2.27,1,medium,1
1187,wind,forecast,37.1,100.9,74,6.8,130,83.0,0.9,17,138,58,72.4,7.5,3.98,2.7,2.86,2.65,1,critical,6
1188,solar,storage,21.8,9.9,27,2.8,122,79.8,0.4,7,59,58,76.8,6.3,3.88,7.19,3.15,2.85,2,critical,4
1189,wind,forecast,41.9,46.8,53,11.9,85,91.1,6.5,4,217,73,12.0,15.7,5.61,6.41,4.24,3.98,0,low,0
1190,wind,storage,35.7,106.3,61,8.2,90,64.7,5.2,9,255,96,30.8,18.0,1.45,0.42,4.29,3.71,0,low,0
1191,wind,forecast,22.7,101.9,44,0,132,81.6,3.8,18,150,99,91.5,22.9,10.46,2.08,4.51,4.47,4,critical,7
1192,wind,distribution,31.6,66.4,7,8.5,126,97.6,7.7,15,357,63,18.9,6.1,6.4,5.93,3.99,3.98,0,low,0
1193,solar,storage,18.4,90.8,30,0,107,98.1,6.1,19,385,100,43.9,6.1,10.57,1.21,4.82,4.72,2,critical,4
1194,hydro,distribution,24.6,68.5,39,8.9,221,72.5,6.5,9,91,70,11.8,21.9,5.87,1.04,1.5,1.32,0,low,0
1195,hydro,forecast,31.6,65.2,88,11.3,88,78.1,2.4,11,144,78,25.4,12.3,4.11,14.6,3.84,3.73,5,critical,8
1196,solar,production,22.1,47.6,86,0,219,68.4,7.1,13,385,71,50.2,5.6,3.79,1.36,1.77,1.63,1,critical,2
1197,solar,production,18.5,95.9,40,13.9,217,90.1,7.5,14,295,83,88.0,19.2,10.3,2.91,4.17,3.55,1,critical,2
1198,hydro,storage,25.1,49.2,67,0,130,73.7,5.9,6,251,67,89.8,17.9,3.15,26.66,2.4,2.26,5,critical,8
1199,hydro,storage,26.2,40.7,54,0,158,75.1,2.4,20,129,67,48.4,7.7,5.99,10.46,4.08,3.78,2,critical,4
